230.02,238.02,82.024,66.024
229.5,233.98,86.886,67.706
233.04,235.81,86.713,67.199
235.29,243.91,86.313,68.31
232.05,252.23,88.161,68.867
230,255.79,84.905,67.3
228.15,245.19,87.456,69.381
228.23,230.06,86.834,69.237
226.34,225.46,87.548,68.517
225.95,237.94,87.903,71.161
222.86,260.42,87.038,69.009
221.34,265.52,88.764,68.737
227.31,249.46,87.432,70.138
231.2,224.91,89.119,69.555
232.76,217.28,86.293,69.174
234.67,230.03,88.833,71.193
243.5,240.61,88.472,69.323
251.9,228.88,90.293,71.882
250.25,214.58,89.516,69.55
234.07,209.45,90.026,68.157
205.06,213.75,96.49,69.992
184.5,228.71,90.124,69.424
195.85,237.18,96.77,69.387
230.6,245.66,92.231,69.548
236.56,250.28,88.014,68.368
212.91,248.91,92.202,67.549
189.51,241.66,91.375,67.95
169.7,234.81,90.451,70.384
166.74,238.06,88.838,70.188
181.38,241.18,92.501,69.923
202.31,233.62,90.812,72.29
202.98,221.69,91.742,68.713
195.89,218.52,87.112,69.103
194.62,227.17,89.735,67.524
206.07,226.06,89.852,70.447
216.72,220.9,88.59,70.109
214.11,216.32,89.778,69.944
206.86,221.14,90.603,71.19
206.53,242.22,93.283,72.305
213.66,269.73,93.52,70.166
217.75,272.1,89.523,70.119
208.82,262.53,89.636,69.682
193.57,261.09,90.382,71.41
181.94,270.44,91.04,70.675
183.88,275.66,86.582,71.447
196.25,275.2,91.69,70.4
210.79,278.93,91.16,70.896
218.8,284.36,88.491,70.99
217.09,278.6,91.481,71.516
218.5,258.35,93.411,72.754
232.06,242.76,92.715,71.02
245.53,237.68,92.626,71.887
262.26,250.86,90.594,71.737
257.84,256.82,90.886,71.76
229.66,248.76,98.221,71.536
207.45,239.3,94.65,70.973
201.1,233.83,89.633,71.185
205.86,236.37,92.794,72.432
214.2,244.99,93.031,71.412
228.15,248.29,91.849,72.234
236.8,235.45,93.353,72.074
236.06,222.23,92.44,72.084
234.13,221.57,89.939,72.145
238.9,220.12,92.396,73.3
257.32,215.49,93.204,74.022
278.29,212.14,91.297,70.591
284.33,216.97,92.386,74.957
280.83,236.55,90.489,72.539
263.1,247.31,92.678,73.151
254.43,244.33,93.082,72.436
262.93,230.77,94.082,72.188
271.54,222.19,93.367,73.188
275.84,221.85,92.36,71.043
279.82,208.56,92.048,71.893
262.88,184.55,97.963,71.267
240.05,172.77,94.534,69.724
214.53,169.33,93.799,70.308
204.58,168.14,91.887,71.672
210.13,168.39,91.274,71.96
221.53,162.83,92.314,71.472
225.38,154.3,93.481,73.041
228.97,163.74,96.968,75.571
230.39,183.15,94.056,73.91
223.7,198.73,94.219,71.681
220.73,205.04,92.421,73.382
203.46,201.23,99.65,71.978
183.45,192.23,102.71,73.684
185.17,181.68,95.08,73.003
196.87,163.77,98.07,73.373
212.2,169.88,103.63,71.982
236.04,201.43,104.2,74.403
249.17,230.39,96.062,75.212
245.43,247.05,92.21,72.049
235.81,239.72,96.314,73.73
226.55,223.41,97.273,71.842
225.06,208.17,91.483,73.217
226.09,209.61,93.1,72.791
231.4,212.2,94.729,73.955
240.69,207.4,93.525,72.277
241.62,195.63,95.449,72.381
229.99,192.69,96.039,73.84
217.81,205.62,93.128,73.266
219.63,220.45,98.709,71.425
251.85,225.45,101.13,72.522
287.05,214.25,96.379,73.928
280.82,205.14,96.197,73.231
252.04,209.59,102.44,72.823
230.6,220.32,97.331,71.732
218.41,218.83,92.686,73.02
215.81,206.56,94.234,73.098
215.47,194.27,91.342,72.8
219.9,198.52,93.268,74.175
220.91,210.23,93.341,73.003
247.24,217.08,102.75,74.523
286.11,222.69,96.323,71.607
292.91,215.78,95.537,72.948
265.74,202.87,106.93,75.266
207.61,189.87,109.6,73.852
152.93,186.18,99.152,72.513
133.83,182.52,92.356,73.777
145.04,185.68,92.904,71.362
163.75,185.63,93.746,73.777
168.89,181.84,91.915,73.301
176.24,180.82,94.68,73.26
195.75,175.82,93.159,72.123
210.16,177.03,95.202,73.553
218.16,188.88,94.869,76.171
223.01,197.7,90.987,74.95
229.45,199.22,90.586,73.257
232.08,192.92,92.448,72.841
238.87,190.53,92.021,74.465
236.47,199.59,91.673,73.804
234.72,204.2,94.101,74.745
253.64,206.43,94.969,74.01
273.16,215.76,97.822,78.726
284.35,238.96,95.425,80.976
282.13,262.38,94.794,77.845
278.49,277.93,95.409,76.779
281.73,285.2,90.142,73.895
278.59,274.84,93.261,76.145
281.82,266.68,93.38,73.964
282.44,250.49,94.705,79.689
279.06,215.25,97.829,84.859
283.71,191.74,95.359,78.244
277.98,193.29,99.42,78.553
267.13,219.98,98.334,82.717
254.28,261.92,101.4,84.625
254.09,293.24,94.249,79.466
251.21,290.8,97.302,79.521
240.06,257.26,97.138,79.812
